,V1_count,V1_geod,V1_max,alpha,beta,depth,ffa_count,ffa_geod,ffa_max,ffg_count,ffg_geod,ffg_max,gof,hemi,model,n_tasks,ns,power,source_max,subject
21,0.1111111111111111,8.961749893547161,0.4454658167222279,2.0,0.05,0.9,0.0,10.304156883183115,0.3436105721038735,0.1111111111111111,9.694484314012481,0.4430626626432056,0.2549263506689725,rh,re-mwe-S16,16.0,2317.0,1.0,2.601459899424888,sub013
22,0.1111111111111111,4.474708181301248,0.6110963859342434,2.0,0.05,0.9,0.0,3.511278658962684,0.15870559141717125,0.1111111111111111,3.1636883883999958,0.5723964161717117,0.4007582278244566,lh,re-mwe-S16,16.0,2304.0,1.0,4.641087509025907,sub014
23,0.0,3.1313495638799007,0.45151875437035444,2.0,0.05,0.9,0.0,9.242280679191019,0.40049369203915575,0.3333333333333333,7.857894344783306,0.7922806693147344,0.4007582278244566,rh,re-mwe-S16,16.0,2317.0,1.0,4.047627032295582,sub014
24,0.2222222222222222,8.809826051395998,0.7833699853087731,2.0,0.05,0.9,0.0,10.17547622607802,0.0716276086606523,0.0,9.37325710267112,0.46038200607555824,0.331441748927668,lh,re-mwe-S16,16.0,2304.0,1.0,6.8404345937632,sub015
25,0.0,8.964261059375081,0.28555027679357425,2.0,0.05,0.9,0.0,10.798387639834848,0.2856196498628249,0.2222222222222222,10.023923868871574,0.39519456143915005,0.331441748927668,rh,re-mwe-S16,16.0,2317.0,1.0,4.054201479297114,sub015
26,0.1111111111111111,4.297205101257141,0.7761468453145752,2.0,0.05,0.9,0.0,7.493105885931723,0.07116284736383253,0.1111111111111111,6.914859187266981,0.5933112727971459,0.5241800654604409,lh,re-mwe-S16,16.0,2304.0,1.0,3.896459452837868,sub017
27,0.2222222222222222,11.216490947064907,0.4143827540523091,2.0,0.05,0.9,0.0,6.633678702989494,0.23454443764631702,0.0,7.248139238494906,0.31411204853880625,0.5241800654604409,rh,re-mwe-S16,16.0,2317.0,1.0,4.795155724842732,sub017
28,0.2222222222222222,3.284828595702478,0.7471958568372798,2.0,0.05,0.9,0.0,4.80229617966564,0.09777605375332606,0.1111111111111111,4.210603266822559,0.6844085510240868,0.23150075217768673,lh,re-mwe-S16,16.0,2304.0,1.0,2.5840663823826,sub018
29,0.1111111111111111,3.0090514070214196,0.4311338519427062,2.0,0.05,0.9,0.1111111111111111,5.328702902167223,0.4261163947497158,0.3333333333333333,4.055574112751957,0.5446346642011959,0.23150075217768673,rh,re-mwe-S16,16.0,2317.0,1.0,1.9711862388093202,sub018
30,0.1111111111111111,2.4672662411530086,1.0,2.0,0.05,0.9,0.0,5.489504316361271,0.05369471478439159,0.0,5.0246244329145116,0.4329256791357951,0.30806625391712605,lh,re-mwe-S16,16.0,2304.0,1.0,4.314811331013876,sub019
31,0.0,6.286258623750071,0.542653754051544,2.0,0.05,0.9,0.0,8.674699142785045,0.21915872230834768,0.1111111111111111,7.764308426135251,0.7711863073962126,0.30806625391712605,rh,re-mwe-S16,16.0,2317.0,1.0,3.820295189099505,sub019
32,0.0,6.449129422988828,0.2973921369411207,20,0.15,0.9,0.0,8.60520409962657,0.09625761857639259,0.0,8.026957400961827,0.09625761857639259,0.0007664375401146284,lh,re-mwe-S16,16.0,2304.0,1.0,0.00398630943833435,sub002
33,0.3333333333333333,2.8925582319689522,1.0,20,0.15,0.9,0.0,7.507075321004708,0.16378808639390183,0.0,6.319630564426239,0.5252366933683021,0.0007664375401146284,rh,re-mwe-S16,16.0,2317.0,1.0,0.0074764826681251615,sub002
34,0.0,6.7684627828554484,0.14773100744411935,20,0.15,0.9,0.0,8.883277071788863,0.17613658605843907,0.0,8.305030373124122,0.17613658605843907,-0.015826767845175782,lh,re-mwe-S16,16.0,2304.0,1.0,0.005435985457857761,sub003
35,0.1111111111111111,4.5291211721855476,0.5355556941364559,20,0.15,0.9,0.0,3.718158522188088,0.1141631554976779,0.0,2.759328737995354,0.34822572947652375,-0.015826767845175782,rh,re-mwe-S16,16.0,2317.0,1.0,0.005890024589661377,sub003
36,0.0,6.328270831360979,0.30248782607609537,20,0.15,0.9,0.0,8.443085120294397,0.2045317725352313,0.0,7.864838421629655,0.2045317725352313,-0.0024809483556944567,lh,re-mwe-S16,16.0,2304.0,1.0,0.005295345673460978,sub004
37,0.1111111111111111,2.499792585425106,1.0,20,0.15,0.9,0.0,7.306389686835096,0.08662894435804347,0.1111111111111111,6.135618195586084,0.7102291064221421,-0.0024809483556944567,rh,re-mwe-S16,16.0,2317.0,1.0,0.00843851283221268,sub004
38,0.1111111111111111,10.388290459460187,0.4433145001937662,20,0.15,0.9,0.0,9.338345183245353,0.07395319361454411,0.0,9.000863032415747,0.14771016364656617,-0.0018243591619535593,lh,re-mwe-S16,16.0,2304.0,1.0,0.0026239314760933205,sub006
